crossid	plantid	block1	blockAB	cross.manual	collect.date	veg.biomass.g	weigh.date	comments	linenum	collect	mompop	momid	momsp	dadpop	dadid	dadsp	crosstype	cross	full	sxc	sxcxm	mompid	dadpid	smompop
63	19	11	NA	HH	2016-12-12	12.422	2018-07-11	NA	390	277	WK	2	hook	WK	4	hook	within	HH	794-2 x 794-4	hook.within	hook.within.WK.2	WK.2	WK.4	hookWK
74	5	1	A	HH	2016-12-12	7.365	2018-07-11	NA	391	277	WK	4	hook	879WKG	2-2	hook	between	HH	794-4 x 879-2-2	hook.between	hook.between.WK.4	WK.4	879WKG.2-2	hookWK
74	3	1	A	HH	2016-12-12	10.885	2018-07-11	NA	392	277	WK	4	hook	879WKG	2-2	hook	between	HH	794-4 x 879-2-2	hook.between	hook.between.WK.4	WK.4	879WKG.2-2	hookWK
158	2	14	NA	KK	2016-12-09	8.932	2018-07-11	NA	393	274	904WPG	2	kaal	904WPG	5	kaal	within	KK	904-2 x 904-5	kaal.within	kaal.within.904WPG.2	904WPG.2	904WPG.5	kaal904WPG
123	1	8	B	KH	2016-12-19	12.716	2018-07-11	NA	394	284	892WKG	3	kaal	879WKG	G-2	hook	hybrid	KH	892-3 x 879-G-2	kaal.hybrid	kaal.hybrid.892WKG.3	892WKG.3	879WKG.G-2	kaal892WKG
5	18	1	B	HH	2016-12-12	12.391	2018-07-11	NA	395	277	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.4	hook879WKG
90	12	1	A	HH	2016-12-13	12.548	2018-07-11	NA	396	278	WK	2	hook	879WKG	10-1	hook	between	HH	866-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
66	8	5	A	HK	2016-12-12	7.444	2018-07-11	NA	397	277	WK	2	hook	892WKG	1	kaal	hybrid	HK	794-2 x 892-1	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.1	hookWK
19	18	1	B	HH	2016-12-09	9.688	2018-07-11	NA	398	274	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
19	11	1	B	HH	2016-12-12	8.998	2018-07-11	NA	399	277	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
71	4	7	A	HK	2016-12-12	12.69	2018-07-11	NA	400	277	WK	2	hook	3587WP	7	kaal	hybrid	HK	794-2 x 3587-7	hook.hybrid	hook.hybrid.WK.2	WK.2	3587WP.7	hookWK
62	7	1	A	HH	2016-12-09	6.245	2018-07-18	NA	401	274	WK	2	hook	879WKG	N-5	hook	between	HH	794-2 x 879-N-5	hook.between	hook.between.WK.2	WK.2	879WKG.N-5	hookWK
46	5	12	NA	hh	2016-12-09	12.778	2018-07-18	NA	402	274	879WKG	N-5	hook	879WKG	2-2	hook	within	HH	879-N-5 x 879-2-2	hook.within	hook.within.879WKG.N-5	879WKG.N-5	879WKG.2-2	hook879WKG
73	4	7	B	KH	2016-12-13	9.252	2018-07-18	NA	403	278	WK	2	hook	3587WP	C	kaal	hybrid	HK	794-2 x 3587-C	hook.hybrid	hook.hybrid.WK.2	WK.2	3587WP.C	hookWK
10	6	9	A	HYBRID	2017-01-13	12.285	2018-07-18	NA	404	309	879WKG	2-2	hook	904WPG	2	kaal	hybrid	HK	879-2-2 x 904-2	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.2	hook879WKG
2	16	12	NA	HH	2016-12-12	10.5	2018-07-18	NA	405	277	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.10-1	hook879WKG
21	2	1	B	HH	2016-12-12	15.05	2018-07-18	NA	406	277	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
60	10	1	A	HH	2016-12-12	8.095	2018-07-18	NA	407	277	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
19	17	1	B	HH	2016-12-12	10.753	2018-07-18	NA	408	277	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
92	10	1	A	HH	2016-12-12	11.319	2018-07-18	NA	409	277	WK	2	hook	879WKG	N-5	hook	between	HH	866-2 x 879-N-5	hook.between	hook.between.WK.2	WK.2	879WKG.N-5	hookWK
64	17	11	NA	HH	2016-12-11	8.022	2018-07-18	NA	410	276	WK	2	hook	WK	2	hook	within	HH	794-2 x 866-2	hook.within	hook.within.WK.2	WK.2	WK.2	hookWK
44	3	9	A	HK	2016-12-13	12.465	2018-07-18	NA	411	278	879WKG	H-2	hook	904WPG	5	kaal	hybrid	HK	879-H-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.H-2	879WKG.H-2	904WPG.5	hook879WKG
3	16	12	NA	HH	2016-12-12	6.036	2018-07-18	NA	412	277	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.N-5	hook879WKG
3	26	12	NA	HH	2016-12-11	18.863	2018-07-18	NA	413	276	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.N-5	hook879WKG
59	5	1	A	HH	2017-01-13	7.34	2018-07-18	NA	414	309	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
91	14	1	A	HH	2017-01-13	16.829	2018-07-18	NA	415	309	WK	2	hook	879WKG	G-2	hook	between	HH	866-2 x 879-G-2	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
53	5	8	A	HYBRID	2017-01-13	15.129	2018-07-18	NA	416	309	879WKG	N-5	hook	892WKG	5	kaal	hybrid	HK	879-N-5 x 892-5	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.5	hook879WKG
196	8	3	B	KK	2017-01-13	6.313	2018-07-18	NA	417	309	3587WP	7	kaal	892WKG	5	kaal	between	KK	3587-7 x 892-5	kaal.between	kaal.between.3587WP.7	3587WP.7	892WKG.5	kaal3587WP
6	9	8	A	HYBRID	2017-01-13	13.125	2018-07-18	NA	418	309	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
9	6	8	A	HYBRID	2017-01-13	13.73	2018-07-18	NA	419	309	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
182	16	2	B	KK	2017-01-13	6.644	2018-07-18	NA	420	309	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
22	5	1	B	HH	2017-01-13	12.998	2018-07-18	NA	421	309	879WKG	10-1	hook	WK	2E- 1	hook	between	HH	879-10-1 x 899-2E- 1	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2E- 1	hook879WKG
166	6	2	B	KK	2017-01-13	7.548	2018-07-18	NA	422	309	904WPG	3	kaal	892WKG	1	kaal	between	KK	904-3 x 892-1	kaal.between	kaal.between.904WPG.3	904WPG.3	892WKG.1	kaal904WPG
234	3	3	B	KK	2017-01-13	8.876	2018-07-18	NA	423	309	3587WP	C	kaal	892WKG	4	kaal	between	KK	3587-C x 892-4	kaal.between	kaal.between.3587WP.C	3587WP.C	892WKG.4	kaal3587WP
158	4	14	NA	KK	2017-01-13	7.555	2018-07-18	NA	424	309	904WPG	2	kaal	904WPG	5	kaal	within	KK	904-2 x 904-5	kaal.within	kaal.within.904WPG.2	904WPG.2	904WPG.5	kaal904WPG
168	15	14	NA	KK	2017-01-13	4.839	2018-07-18	NA	425	309	904WPG	3	kaal	904WPG	2	kaal	within	KK	904-3 x 904-2	kaal.within	kaal.within.904WPG.3	904WPG.3	904WPG.2	kaal904WPG
141	4	2	A	KK	2017-01-13	4.217	2018-07-18	NA	426	309	892WKG	5	kaal	904WPG	3	kaal	between	KK	892-5 x 904-3	kaal.between	kaal.between.892WKG.5	892WKG.5	904WPG.3	kaal892WKG
166	5	2	B	KK	2016-12-27	5.379	2018-07-18	NA	427	292	904WPG	3	kaal	892WKG	1	kaal	between	KK	904-3 x 892-1	kaal.between	kaal.between.904WPG.3	904WPG.3	892WKG.1	kaal904WPG
6	4	8	A	HK	2017-02-02	10.761	2018-07-25	NA	428	329	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
2	14	12	NA	HH	2017-02-17	12.856	2018-07-25	NA	429	344	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.10-1	hook879WKG
35	2	1	B	HH	2017-02-19	19.207	2018-07-25	NA	430	346	879WKG	G-2	hook	WK	2	hook	between	HH	879-G-2 x 866-2	hook.between	hook.between.879WKG.G-2	879WKG.G-2	WK.2	hook879WKG
74	18	1	A	HH	2017-02-19	13.155	2018-07-25	NA	431	346	WK	4	hook	879WKG	2-2	hook	between	HH	794-4 x 879-2-2	hook.between	hook.between.WK.4	WK.4	879WKG.2-2	hookWK
184	3	14	NA	KK	2017-02-02	5.704	2018-07-25	NA	432	329	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
60	11	1	A	HH	2017-02-19	19.862	2018-07-25	NA	433	346	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
213	14	4	B	KK	2017-02-02	9.728	2018-07-25	NA	434	329	3587WP	14	kaal	904WPG	3	kaal	between	KK	3587-14 x 904-3	kaal.between	kaal.between.3587WP.14	3587WP.14	904WPG.3	kaal3587WP
67	9	5	A	HK	2017-02-19	16.344	2018-07-25	NA	435	346	WK	2	hook	892WKG	4	kaal	hybrid	HK	794-2 x 892-4	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.4	hookWK
205	3	10	B	KH	2017-02-17	23.406	2018-07-25	NA	436	344	3587WP	14	kaal	879WKG	10-1	hook	hybrid	KH	3587-14 x 879-10-1	kaal.hybrid	kaal.hybrid.3587WP.14	3587WP.14	879WKG.10-1	kaal3587WP
1	7	12	NA	HH	2017-02-28	12.295	2018-07-25	NA	437	355	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.G-2	hook879WKG
63	3	11	NA	HH	2017-02-17	14.842	2018-07-25	NA	438	344	WK	2	hook	WK	4	hook	within	HH	794-2 x 794-4	hook.within	hook.within.WK.2	WK.2	WK.4	hookWK
235	2	4	B	KK	2017-02-22	5.773	2018-07-25	NA	439	349	3587WP	C	kaal	904WPG	5	kaal	between	KK	3587-C x 904-5	kaal.between	kaal.between.3587WP.C	3587WP.C	904WPG.5	kaal3587WP
181	9	2	B	KK	2017-02-22	5.759	2018-07-25	NA	440	349	904WPG	5	kaal	892WKG	4	kaal	between	KK	904-5 x 892-4	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.4	kaal904WPG
185	5	4	A	KK	2017-02-19	7.567	2018-07-25	NA	441	346	904WPG	5	kaal	3587WP	7	kaal	between	KK	904-5 x 3587-7	kaal.between	kaal.between.904WPG.5	904WPG.5	3587WP.7	kaal904WPG
59	14	1	A	HH	2017-02-19	16.786	2018-07-25	NA	442	346	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
1	18	12	NA	HH	2017-02-17	14.148	2018-07-25	NA	443	344	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.G-2	hook879WKG
180	2	2	B	KK	2017-02-22	8.151	2018-07-25	NA	444	349	904WPG	5	kaal	892WKG	3	kaal	between	KK	904-5 x 892-3	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.3	kaal904WPG
1	11	12	NA	HH	2017-02-19	16.769	2018-07-25	NA	445	346	879WKG	2-2	hook	879WKG	G-2	hook	within	HH	879-2-2 x 879-G-2	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.G-2	hook879WKG
62	20	1	A	HH	2017-02-18	20.313	2018-07-25	NA	446	345	WK	2	hook	879WKG	N-5	hook	between	HH	794-2 x 879-N-5	hook.between	hook.between.WK.2	WK.2	879WKG.N-5	hookWK
92	13	1	A	HH	2017-02-18	12.026	2018-07-25	NA	447	345	WK	2	hook	879WKG	N-5	hook	between	HH	866-2 x 879-N-5	hook.between	hook.between.WK.2	WK.2	879WKG.N-5	hookWK
213	12	4	B	KK	2017-02-02	7.752	2018-07-25	NA	448	329	3587WP	14	kaal	904WPG	3	kaal	between	KK	3587-14 x 904-3	kaal.between	kaal.between.3587WP.14	3587WP.14	904WPG.3	kaal3587WP
78	15	11	NA	HH	NA	26.737	2018-07-25	No collected date	449	NA	WK	4	hook	WK	2	hook	within	HH	794-4 x 794-2	hook.within	hook.within.WK.4	WK.4	WK.2	hookWK
190	2	10	B	HYBRID	2017-01-12	18.836	2018-07-25	NA	450	308	3587WP	7	kaal	879WKG	G-2	hook	hybrid	KH	3587-7 x 879-G-2	kaal.hybrid	kaal.hybrid.3587WP.7	3587WP.7	879WKG.G-2	kaal3587WP
39	7	9	A	HYBRID	2017-01-13	26.21	2018-07-25	NA	451	309	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
54	4	9	A	HYBRID	2017-01-12	18.998	2018-07-25	NA	452	308	879WKG	N-5	hook	904WPG	2	kaal	hybrid	HK	879-N-5 x 904-2	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	904WPG.2	hook879WKG
205	1	10	B	HYBRID	2017-01-12	0.743	2018-07-25	NA	453	308	3587WP	14	kaal	879WKG	10-1	hook	hybrid	KH	3587-14 x 879-10-1	kaal.hybrid	kaal.hybrid.3587WP.14	3587WP.14	879WKG.10-1	kaal3587WP
12	1	9	A	HYBRID	2017-01-12	12.965	2018-07-25	NA	454	308	879WKG	2-2	hook	904WPG	5	kaal	hybrid	HK	879-2-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.5	hook879WKG
12	16	9	A	HYBRID	2017-01-13	18.434	2018-07-25	NA	455	309	879WKG	2-2	hook	904WPG	5	kaal	hybrid	HK	879-2-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.5	hook879WKG
21	11	1	B	HH	2017-01-13	10.533	2018-07-25	NA	456	309	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 866-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
31	6	8	A	HYBRID	2017-01-12	11.007	2018-07-25	NA	457	308	879WKG	G-2	hook	879WKG	2-2	hook	within	HH	879-G-2 x 879-2-2	hook.within	hook.within.879WKG.G-2	879WKG.G-2	879WKG.2-2	hook879WKG
5	11	1	B	HH	2017-01-13	13.946	2018-07-25	NA	458	309	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.4	hook879WKG
11	1	9	A	HYBRID	2017-01-17	21.688	2018-07-25	NA	459	313	879WKG	2-2	hook	904WPG	3	kaal	hybrid	HK	879-2-2 x 904-3	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	904WPG.3	hook879WKG
39	12	9	A	HYBRID	2017-01-12	29.487	2018-07-25	NA	460	308	879WKG	G-2	hook	904WPG	5	kaal	hybrid	HK	879-G-2 x 904-5	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	904WPG.5	hook879WKG
183	9	14	NA	KK	2017-01-13	6.26	2018-07-25	NA	461	309	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
74	19	1	A	HH	2017-01-13	19.288	2018-07-25	NA	462	309	WK	4	hook	879WKG	2-2	hook	between	HH	794-4 x 879-2-2	hook.between	hook.between.WK.4	WK.4	879WKG.2-2	hookWK
79	6	1	A	HH	2017-01-13	24.309	2018-07-25	NA	463	309	WK	4	hook	WK	2	hook	within	HH	794-4 x 866-2	hook.within	hook.within.WK.4	WK.4	WK.2	hookWK
78	18	11	NA	HH	2017-01-13	19.666	2018-07-25	NA	464	309	WK	4	hook	WK	2	hook	within	HH	794-4 x 794-2	hook.within	hook.within.WK.4	WK.4	WK.2	hookWK
79	2	11	NA	HH	2017-01-13	13.082	2018-07-25	NA	465	309	WK	4	hook	WK	2	hook	within	HH	794-4 x 866-2	hook.within	hook.within.WK.4	WK.4	WK.2	hookWK
183	16	14	NA	KK	2017-01-13	11.099	2018-07-25	NA	466	309	904WPG	5	kaal	904WPG	2	kaal	within	KK	904-5 x 904-2	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.2	kaal904WPG
90	15	1	A	HH	2017-01-13	12.099	2018-07-25	NA	467	309	WK	2	hook	879WKG	10-1	hook	between	HH	866-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
59	6	1	A	HH	2017-01-12	11.052	2018-08-01	NA	468	308	WK	2	hook	879WKG	2-2	hook	between	HH	794-2 x 879-2-2	hook.between	hook.between.WK.2	WK.2	879WKG.2-2	hookWK
36	2	8	A	HYBRID	2017-01-12	21.642	2018-08-01	NA	469	308	879WKG	G-2	hook	892WKG	3	kaal	hybrid	HK	879-G-2 x 892-3	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	892WKG.3	hook879WKG
28	8	10	A	HYBRID	2017-01-12	9.253	2018-08-01	NA	470	308	879WKG	10-1	hook	3587WP	7	kaal	hybrid	HK	879-10-1 x 3587-7	hook.hybrid	hook.hybrid.879WKG.10-1	879WKG.10-1	3587WP.7	hook879WKG
19	10	1	B	HH	2017-01-17	16.54	2018-08-01	NA	471	313	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
117	6	2	A	KK	2017-01-12	5.625	2018-08-01	NA	472	308	892WKG	1	kaal	904WPG	2	kaal	between	KK	892-1 x 904-2	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.2	kaal892WKG
196	9	3	B	KK	2017-01-12	10.26	2018-08-01	NA	473	308	3587WP	7	kaal	892WKG	5	kaal	between	KK	3587-7 x 892-5	kaal.between	kaal.between.3587WP.7	3587WP.7	892WKG.5	kaal3587WP
227	1	4	B	KK	2017-01-12	9.109	2018-08-01	NA	474	308	3587WP	A	kaal	904WPG	5	kaal	between	KK	3587-A x 904-5	kaal.between	kaal.between.3587WP.A	3587WP.A	904WPG.5	kaal3587WP
50	8	1	B	HH	2017-01-12	15.74	2018-08-01	NA	475	308	879WKG	N-5	hook	WK	4	hook	between	HH	879-N-5 x 794-4	hook.between	hook.between.879WKG.N-5	879WKG.N-5	WK.4	hook879WKG
182	18	2	B	KK	2017-01-12	4.638	2018-08-01	NA	476	308	904WPG	5	kaal	892WKG	5	kaal	between	KK	904-5 x 892-5	kaal.between	kaal.between.904WPG.5	904WPG.5	892WKG.5	kaal904WPG
42	2	10	A	HYBRID	2017-01-12	14.818	2018-08-01	NA	477	308	879WKG	G-2	hook	3587WP	15	kaal	hybrid	HK	879-G-2 x 3587-15	hook.hybrid	hook.hybrid.879WKG.G-2	879WKG.G-2	3587WP.15	hook879WKG
195	3	3	B	KK	2017-01-12	4.239	2018-08-01	NA	478	308	3587WP	7	kaal	892WKG	4	kaal	between	KK	3587-7 x 892-4	kaal.between	kaal.between.3587WP.7	3587WP.7	892WKG.4	kaal3587WP
196	11	3	B	KK	2017-01-12	4.778	2018-08-01	NA	479	308	3587WP	7	kaal	892WKG	5	kaal	between	KK	3587-7 x 892-5	kaal.between	kaal.between.3587WP.7	3587WP.7	892WKG.5	kaal3587WP
67	4	5	A	HYBRID	2017-01-12	4.594	2018-08-01	NA	480	308	WK	2	hook	892WKG	4	kaal	hybrid	HK	794-2 x 892-4	hook.hybrid	hook.hybrid.WK.2	WK.2	892WKG.4	hookWK
53	4	8	A	HYBRID	2017-01-12	12.666	2018-08-01	NA	481	308	879WKG	N-5	hook	892WKG	5	kaal	hybrid	HK	879-N-5 x 892-5	hook.hybrid	hook.hybrid.879WKG.N-5	879WKG.N-5	892WKG.5	hook879WKG
173	4	9	B	HYBRID	2017-01-12	18.792	2018-08-01	NA	482	308	904WPG	5	kaal	879WKG	G-2	hook	hybrid	KH	904-5 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.5	904WPG.5	879WKG.G-2	kaal904WPG
61	16	1	A	HH	2017-01-12	10.418	2018-08-01	NA	483	308	WK	2	hook	879WKG	G-2	hook	between	HH	794-2 x 879-G-2	hook.between	hook.between.WK.2	WK.2	879WKG.G-2	hookWK
20	4	1	B	HH	2017-01-12	12.705	2018-08-01	NA	484	308	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.4	hook879WKG
3	12	12	NA	HH	2017-01-12	13.928	2018-08-01	NA	485	308	879WKG	2-2	hook	879WKG	N-5	hook	within	HH	879-2-2 x 879-N-5	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.N-5	hook879WKG
198	17	15	NA	KK	2017-01-12	2.597	2018-08-01	NA	486	308	3587WP	7	kaal	3587WP	14	kaal	within	KK	3587-7 x 3587-14	kaal.within	kaal.within.3587WP.7	3587WP.7	3587WP.14	kaal3587WP
77	7	1	A	HH	2017-01-12	14.991	2018-08-01	NA	487	308	WK	4	hook	879WKG	N-5	hook	between	HH	794-4 x 879-N-5	hook.between	hook.between.WK.4	WK.4	879WKG.N-5	hookWK
64	18	11	NA	HH	2017-01-12	14.427	2018-08-01	NA	488	308	WK	2	hook	WK	2	hook	within	HH	794-2 x 866-2	hook.within	hook.within.WK.2	WK.2	WK.2	hookWK
79	9	11	NA	HH	2017-01-12	18.688	2018-08-01	NA	489	308	WK	4	hook	WK	2	hook	within	HH	794-4 x 866-2	hook.within	hook.within.WK.4	WK.4	WK.2	hookWK
117	11	2	A	KK	2017-01-12	7.514	2018-08-01	NA	490	308	892WKG	1	kaal	904WPG	2	kaal	between	KK	892-1 x 904-2	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.2	kaal892WKG
117	12	2	A	KK	2017-01-12	7.66	2018-08-01	NA	491	308	892WKG	1	kaal	904WPG	2	kaal	between	KK	892-1 x 904-2	kaal.between	kaal.between.892WKG.1	892WKG.1	904WPG.2	kaal892WKG
93	3	11	NA	HH	2017-01-12	12.488	2018-08-01	NA	492	308	WK	2	hook	WK	4	hook	within	HH	866-2 x 794-4	hook.within	hook.within.WK.2	WK.2	WK.4	hookWK
76	3	1	A	HH	2017-01-12	13.773	2018-08-01	NA	493	308	WK	4	hook	879WKG	G-2	hook	between	HH	794-4 x 879-G-2	hook.between	hook.between.WK.4	WK.4	879WKG.G-2	hookWK
196	6	3	B	KK	2017-01-12	7.69	2018-08-01	NA	494	308	3587WP	7	kaal	892WKG	5	kaal	between	KK	3587-7 x 892-5	kaal.between	kaal.between.3587WP.7	3587WP.7	892WKG.5	kaal3587WP
93	9	11	NA	HH	2017-01-12	13.442	2018-08-01	NA	495	308	WK	2	hook	WK	4	hook	within	HH	866-2 x 794-4	hook.within	hook.within.WK.2	WK.2	WK.4	hookWK
20	6	1	B	HH	2017-01-13	13.103	2018-08-01	NA	496	309	879WKG	10-1	hook	WK	4	hook	between	HH	879-10-1 x 794-4	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.4	hook879WKG
2	6	12	NA	HH	2017-01-13	20.119	2018-08-01	NA	497	309	879WKG	2-2	hook	879WKG	10-1	hook	within	HH	879-2-2 x 879-10-1	hook.within	hook.within.879WKG.2-2	879WKG.2-2	879WKG.10-1	hook879WKG
62	3	1	A	HH	2017-01-13	13.964	2018-08-01	NA	498	309	WK	2	hook	879WKG	N-5	hook	between	HH	794-2 x 879-N-5	hook.between	hook.between.WK.2	WK.2	879WKG.N-5	hookWK
198	7	15	NA	KK	2017-01-13	5.399	2018-08-01	NA	499	309	3587WP	7	kaal	3587WP	14	kaal	within	KK	3587-7 x 3587-14	kaal.within	kaal.within.3587WP.7	3587WP.7	3587WP.14	kaal3587WP
6	15	8	A	HYBRID	2017-01-13	14.928	2018-08-01	NA	500	309	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
60	8	1	A	HH	2017-01-13	10.055	2018-08-01	NA	501	309	WK	2	hook	879WKG	10-1	hook	between	HH	794-2 x 879-10-1	hook.between	hook.between.WK.2	WK.2	879WKG.10-1	hookWK
235	3	4	B	KK	2017-02-18	4.992	2018-08-15	NA	502	345	3587WP	C	kaal	904WPG	5	kaal	between	KK	3587-C x 904-5	kaal.between	kaal.between.3587WP.C	3587WP.C	904WPG.5	kaal3587WP
5	19	1	B	HH	2017-02-15	17.545	2018-08-15	NA	503	342	879WKG	2-2	hook	WK	4	hook	between	HH	879-2-2 x 794-4	hook.between	hook.between.879WKG.2-2	879WKG.2-2	WK.4	hook879WKG
9	11	8	A	HK	2017-02-15	8.155	2018-08-15	NA	504	342	879WKG	2-2	hook	892WKG	5	kaal	hybrid	HK	879-2-2 x 892-5	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.5	hook879WKG
184	7	14	NA	KK	2017-02-19	5.788	2018-08-15	NA	505	346	904WPG	5	kaal	904WPG	3	kaal	within	KK	904-5 x 904-3	kaal.within	kaal.within.904WPG.5	904WPG.5	904WPG.3	kaal904WPG
70	4	6	A	""HH""	2017-02-03	11.444	2018-08-15	?HH-SARA	506	330	WK	2	hook	904WPG	5	kaal	hybrid	HK	794-2 x 904-5	hook.hybrid	hook.hybrid.WK.2	WK.2	904WPG.5	hookWK
6	13	8	A	""HH""	2017-02-19	21.35	2018-08-15	?HH-SARA	507	346	879WKG	2-2	hook	892WKG	1	kaal	hybrid	HK	879-2-2 x 892-1	hook.hybrid	hook.hybrid.879WKG.2-2	879WKG.2-2	892WKG.1	hook879WKG
19	5	1	B	HH	2017-02-19	18.988	2018-08-15	NA	508	346	879WKG	10-1	hook	WK	2	hook	between	HH	879-10-1 x 794-2	hook.between	hook.between.879WKG.10-1	879WKG.10-1	WK.2	hook879WKG
149	4	9	B	KK	2017-02-19	3.008	2018-08-15	NA	509	346	904WPG	2	kaal	879WKG	G-2	hook	hybrid	KH	904-2 x 879-G-2	kaal.hybrid	kaal.hybrid.904WPG.2	904WPG.2	879WKG.G-2	kaal904WPG
